C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\LAMIERA BASE  CARTER 1PZ SP6.DXF;-;-;Lamiera base  carter 1pz sp6;1;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\LAMIERA BASE CARTER 1PZ SP6.DXF;-;-;Lamiera base carter 1pz sp6;4;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\ORECC EST POST 2 PZ SP12.DXF;-;-;orecc est post 2 pz sp12;8;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\ORECC EST POST 2PZ SP 12.DXF;-;-;orecc est post 2pz sp 12;1;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\ORECC EST POST INT  2PZ SP 12.DXF;-;-;orecc est post int  2pz sp 12;2;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\ORECC INT POST  2PZ SP12.DXF;-;-;orecc int post  2pz sp12;3;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\ORECCHIA EST LATO DIRITTO ANT 1PZ SP12.DXF;-;-;orecchia est lato diritto ant 1pz sp12;3;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\ORECCHIA EST LATO DIRITTO ANT 1PZ SP 12.DXF;-;-;orecchia est lato diritto ant 1pz sp 12;4;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\ORECCHIA EST LATO SPACC ANT 1PZ SP12.DXF;-;-;orecchia est lato spacc ant 1pz sp12;5;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\ORECCHIA EST LATO SPACC ANT 1PZ SP 12.DXF;-;-;orecchia est lato spacc ant 1pz sp 12;6;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\ORECCHIA INT LATO DRITTO ANT 1PZ SP12.DXF;-;-;orecchia int lato dritto ant 1pz sp12;6;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\ORECCHIA INT LATO DRITTO ANT 1PZ SP 12.DXF;-;-;orecchia int lato dritto ant 1pz sp 12;8;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\ORECCHIA INT LATO SPACC  ANT 1PZ SP 12.DXF;-;-;orecchia int lato spacc  ant 1pz sp 12;1;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\ORECCHIA INT LATO SPACC ANT 1PZ SP12.DXF;-;-;orecchia int lato spacc ant 1pz sp12;2;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\ORECCHIA SUPORTO RULLO 2PZ SP12.DXF;-;-;Orecchia suporto rullo 2pz sp12;3;1;-
